Peer-reviewed,Study,Sample,Gender,N,Age.classification,Combination,WM.type1,WM.type2,Math.type,Reported.Effect.Size,MA.TA.Description,MA.TA.Name,TA.GA.Description,TA.GA.Name,COGN.Description,COGN.Name,ACH.Description,ACH.Name
yes,"Peng et al., 2014","Peng et al., 2014",,438,Dev_Group,TA-Maths,,,grade,-0.12,Test Anxiety,Self made,,,,,Math,Grade
yes,"Peng et al., 2014","Peng et al., 2014",,438,Dev_Group,TA-Maths,,,grade,-0.17,Test Anxiety,Self made,,,,,Math,Grade
yes,"Putwain et al., 2010","Putwain et al., 2010",,244,Dev_Group,TA-Maths,,,math_apply,-0.29,Test Anxiety,RTA,,,,,Math,Math test
yes,"Putwain et al., 2010","Putwain et al., 2010",,244,Dev_Group,TA-Maths,,,math_apply,-0.15,Test Anxiety,RTA,,,,,Math,Math test
yes,"Putwain et al., 2010","Putwain et al., 2010",,244,Dev_Group,TA-Maths,,,math_apply,0.01,Test Anxiety,RTA,,,,,Math,Math test
yes,"Putwain et al., 2010","Putwain et al., 2010",,244,Dev_Group,TA-Maths,,,math_apply,-0.24,Test Anxiety,RTA,,,,,Math,Math test
yes,"Putwain et al., 2010","Putwain et al., 2010",,244,Dev_Group,TA-Maths,,,math_apply,-0.02,Test Anxiety,RTA,,,,,Math,Math test
yes,"Putwain et al., 2010","Putwain et al., 2010",,244,Dev_Group,TA-Maths,,,math_apply,-0.28,Test Anxiety,RTA,,,,,Math,Math test
yes,"Putwain et al., 2011","Putwain et al., 2011",,273,Dev_Group,TA-Maths,,,math_apply,-0.29,Test Anxiety,RTA,,,,,Math,Math test
yes,"Putwain et al., 2011","Putwain et al., 2011",,273,Dev_Group,TA-Maths,,,math_apply,-0.05,Test Anxiety,RTA,,,,,Math,Math test
yes,"Putwain et al., 2011","Putwain et al., 2011",,273,Dev_Group,TA-Maths,,,math_apply,-0.11,Test Anxiety,RTA,,,,,Math,Math test
yes,"Putwain et al., 2011","Putwain et al., 2011",,273,Dev_Group,TA-Maths,,,math_apply,-0.15,Test Anxiety,RTA,,,,,Math,Math test
yes,"Putwain et al., 2013","Putwain et al., 2013",,123,Dev_Group,TA-Maths,,,math_apply,-0.39,Test Anxiety,Children.s Test Anxiety Scale,,,,,Math,Math test
yes,"Putwain et al., 2015","Putwain et al., 2015",,705,Dev_Group,TA-Maths,,,math_apply,-0.23,Test Anxiety,RTA,,,,,Math,Math test
yes,"Putwain et al., 2015","Putwain et al., 2015",,705,Dev_Group,TA-Maths,,,math_apply,-0.24,Test Anxiety,RTA,,,,,Math,Math test
yes,"Rahafar et al., 2015","Rahafar et al., 2015",,158,Dev_Group,TA-Maths,,,grade,-0.09,Test Anxiety,TAI,,,,,Math,Grade
yes,"Roick et al., 2017","Roick et al., 2017",,92,Dev_Group,TA-Maths,,,grade,-0.11,Test Anxiety,adjective-based instrument,,,,,Math,Grade
yes,"Schnell et a., 2013","Schnell et a., 2013",,79,Dev_Group,TA-Maths,,,grade,-0.31,Test Anxiety,PAF,,,,,Math,Grade
yes,"Schnell et a., 2013","Schnell et a., 2013",,79,Dev_Group,MA-Maths,,,grade,-0.24,Math Anxiety,FRA,,,,,Math,Grade
yes,"Schnell et a., 2013","Schnell et a., 2013",,79,Dev_Group,MA-TA,,,grade,0.45,,,,,,,,
no,"Watts, 2011","Watts, 2011",,107,Adult,MA-Maths,,,math_apply,-0.2,Math Anxiety,MARS-S,,,,,Math,Math test
no,"Kimber, 2009","Kimber, 2009",,29,Dev_Group,MA-Maths,,,math_apply,-0.3,Math Anxiety,MARS-R,,,,,Math,Math test
no,"Kimber, 2009","Kimber, 2009",,29,Dev_Group,MA-TA,,,,0.65,,,,,,,Math,Math test
no,"Kimber, 2009","Kimber, 2009",,29,Dev_Group,TA-Maths,,,math_apply,-0.25,Test Anxiety Behavior Scale (STABS),STABS,,,,,Math,Math test
no,"Field, 2011","Field, 2011",,64,Dev_Group,TA-Maths,,,math_apply,-0.37,,adapted version for TA of STAI,,,,,,
no,"Allred, 2018","Allred, 2018",,190,Adult,MA-Maths,,,math_apply,-0.38,Math Anxiety,SMARS,,,,,,
no,"Allred, 2018","Allred, 2018",,190,Adult,MA-Maths,,,math_apply,-0.34,Math Anxiety,SMARS,,,,,,
no,"Allred, 2018","Allred, 2018",,190,Adult,MA-WM,spatial,WM,,-0.21,Math Anxiety,SMARS,,,,,,
no,"Allred, 2018","Allred, 2018",,190,Adult,MA-WM,spatial,WM,,-0.19,Math Anxiety,SMARS,,,,,,
no,"Sheller, 2008","Sheller, 2008_Russian sample",,74,Dev_Group,MA-Maths,,,arithmetc,-0.12,Math Anxiety,MAS,,,,,,
no,"Sheller, 2008","Sheller, 2008_American_sample",,126,Dev_Group,MA-Maths,,,arithmetc,-0.43,Math Anxiety,MAS,,,,,,
no,"Tejada, 2011","Tejada, 2011",,28,Adult,MA-Maths,,,arithmetc,-0.36,Math Anxiety,MARS-R,,,,,,
no,"Pizzie, 2018","Pizzie, 2018",,48,Adult,MA-GA,,,,0.55,Math Anxiety,MARS,General Anxiey,STAI,,,,
no,"Hodge, 1997","Hodge, 1997",,55,Adult,TA-Maths,,,math_apply,0.04,Test Anxiety,TAI,,,,,,
no,"Merritt, 2011","Merritt, 2011",,306,Dev_Group,MA-Maths,,,math_apply,-0.22,Math Anxiety,MARS-A,,,,,,
no,"Bagley, 2015","Bagley, 2015_Math 990 sample",,423,Adult,MA-Maths,,,grade,-0.08,Math Anxiety,AMAS,,,,,,
no,"Bagley, 2015","Bagley, 2015_Math 1010 sample",,1068,Adult,MA-Maths,,,grade,-0.14,Math Anxiety,AMAS,,,,,,
no,"Bagley, 2015","Bagley, 2015_Math 1050 sample",,742,Adult,MA-Maths,,,grade,-0.24,Math Anxiety,AMAS,,,,,,
no,"Ganley, 2011","Ganley, 2011_Grade 4",,71,Dev_Group,GA-Maths,,,math_apply,-0.11,,,GA,,,,,
no,"Ganley, 2011","Ganley, 2011_Grade 8",,107,Dev_Group,GA-Maths,,,math_apply,-0.4,,,GA,,,,,
no,"Ganley, 2011","Ganley, 2011_Grade 12",,147,Dev_Group,GA-Maths,,,math_apply,-0.32,,,GA,,,,,
no,"Ganley, 2011","Ganley, 2011_Undergraduate",,90,Adult,GA-Maths,,,math_apply,-0.48,,,GA,,,,,
no,"Ganley, 2011","Ganley, 2011_Undergraduate",,90,Adult,GA-Maths,,,math_apply,-0.36,,,GA,,,,,
no,"Ganley, 2011","Ganley, 2011_Undergraduate",,90,Adult,WM-Maths,verbal,WM,math_apply,0.19,,,,,,,,
no,"Ganley, 2011","Ganley, 2011_Undergraduate",,90,Adult,WM-Maths,spatial,WM,math_apply,0.48,,,,,,,,
no,"Barnett, 2012","Barnett, 2012",,153,Dev_Group,TA-Maths,,,math_apply,-0.19,Test Anxiety,MSLQ adapt.,,,,,,
no,"Barnett, 2012","Barnett, 2012",,153,Dev_Group,TA-Maths,,,grade,-0.25,Test Anxiety,MSLQ adapt.,,,,,,
no,"Gibson, 2016","Gibson, 2016",,214,Adult,MA-Maths,,,grade,-0.27,Math Anxiety,MAS-R,,,,,,
no,"Tan, 2010","Tan, 2010",males,238,Dev_Group,GA-Maths,,,math_apply,0.16,,,GA,MASC,,,,
no,"Tan, 2010","Tan, 2010",males,238,Dev_Group,WM-Maths,verbal,,math_apply,0.4,,,GA,MASC,,,,
no,"Savage, 2016","Savage, 2016_African American sample",,47,Dev_Group,MA-Maths,,,math_apply,-0.36,Math Anxiety,MAS,,,,,,
no,"Savage, 2016","Savage, 2016_Caucasian sample",,57,Dev_Group,MA-Maths,,,math_apply,-0.26,Math Anxiety,MAS,,,,,,
no,"Townsend, 1991","Townsend, 1991",,112,Adult,MA-Maths,,,grade,-0.27,Math Anxiety,MARS,,,,,,
no,"Durette, 2011","Durette, 2011",,147,Adult,MA-Maths,,,math_apply,-0.35,Math Anxiety,sMARS,,,,,,WRAT 3
no,"Durette, 2011","Durette, 2011",,147,Adult,MA-WM,verbal,WM,,-0.12,Math Anxiety,sMARS,,,Operation span,,,
no,"Durette, 2011","Durette, 2011",,147,Adult,MA-WM,verbal,WM,,-0.07,Math Anxiety,sMARS,,,Reading span,,,
no,"Helming, 2013","Helming, 2013",,662,Adult,MA-Maths,,,grade,-0.26,Math Anxiety,MARS,,,,,,Final exam score
no,"Iossi, 2009","Iossi, 2009_bilingual",,257,Adult,MA-Maths,,,grade,-0.1,Math Anxiety,AMAS,,,,,,Final exam score
no,"Iossi, 2009","Iossi, 2009_monolingual",,361,Adult,MA-Maths,,,grade,-0.25,Math Anxiety,AMAS,,,,,,Final exam score
no,"Skybrook, 2008","Skybrook, 2008",,44,Adult,WM-Maths,verbal,WM,arithmetic,0.09,,,,,Working memory,WAIS-III WM index,,WJ-R
no,"Skybrook, 2008","Skybrook, 2008",,44,Adult,WM-Maths,verbal,WM,math_apply,0.64,,,,,Working memory,WAIS-III WM index,,WJ-R
no,"Skybrook, 2008","Skybrook, 2008",,44,Adult,MA-Maths,,,,-0.26,Math Anxiety,MARS,,,,,,WJ-R
no,"Skybrook, 2008","Skybrook, 2008",,44,Adult,MA-WM,verbal,WM,,-0.17,Math Anxiety,MARS,,,Working memory,WAIS-III WM index,,
no,"Siebers, 2015","Siebers, 2015",,381,Dev_Group,MA-Maths,,,,-0.39,Math Anxiety,MAQ,,,,,,TCAP
no,"Chang, 2017","Chang, 2017_Study1_SA",,41,Adult,MA-Maths,,,arithmetic,0.03,Math Anxiety,sMARS,,,,,,
no,"Chang, 2017","Chang, 2017_Study1_SA",,41,Adult,MA-Maths,,,arithmetic,-0.03,Math Anxiety,sMARS,,,,,,
no,"Chang, 2017","Chang, 2017_Study1_LA",,44,Adult,MA-Maths,,,arithmetic,-0.22,Math Anxiety,sMARS,,,,,,
no,"Chang, 2017","Chang, 2017_Study1_LA",,44,Adult,MA-Maths,,,arithmetic,-0.16,Math Anxiety,sMARS,,,,,,
no,"Chang, 2017","Chang, 2017_Study2_SA",,60,Adult,MA-Maths,,,arithmetic,-0.32,Math Anxiety,sMARS,,,,,,
no,"Chang, 2017","Chang, 2017_Study2_SA",,60,Adult,MA-Maths,,,arithmetic,-0.31,Math Anxiety,sMARS,,,,,,
no,"Chang, 2017","Chang, 2017_Study2_LA",,60,Adult,MA-Maths,,,arithmetic,-0.28,Math Anxiety,sMARS,,,,,,
no,"Chang, 2017","Chang, 2017_Study2_LA",,60,Adult,MA-Maths,,,arithmetic,-0.41,Math Anxiety,sMARS,,,,,,
no,"Solazzo, 2007","Solazzo, 2007",,131,Dev_Group,MA-Maths,,,,-0.37,Math Anxiety,MARS-E,,,,,,WJ-III
no,"Solazzo, 2007","Solazzo, 2007",,131,Dev_Group,MA-Maths,,,arithmetic,-0.35,Math Anxiety,MARS-E,,,,,,WJ-III
no,"Solazzo, 2007","Solazzo, 2007",,131,Dev_Group,MA-Maths,,,math_apply,-0.29,Math Anxiety,MARS-E,,,,,,WJ-III
no,"Solazzo, 2007","Solazzo, 2007",,131,Dev_Group,WM-Maths,verbal,STM,,0.42,,,,,Working memory,WJ-III-COG,,WJ-III
no,"Solazzo, 2007","Solazzo, 2007",,131,Dev_Group,WM-Maths,verbal,STM,arithmetic,0.35,,,,,Working memory,WJ-III-COG,,WJ-III
no,"Solazzo, 2007","Solazzo, 2007",,131,Dev_Group,WM-Maths,verbal,STM,math_apply,0.48,,,,,Working memory,WJ-III-COG,,WJ-III
no,"Solazzo, 2007","Solazzo, 2007",,131,Dev_Group,MA-WM,verbal,STM,,-0.14,Math Anxiety,MARS-E,,,Working memory,WJ-III-COG,,
no,"Henry, 2017","Henry, 2017",,103,Dev_Group,MA-WM,verbal,WM,,-0.34,Math Anxiety,sMARS,,,Working memory,Op.Span task and Read.Span task combined,,
no,"Henry, 2017","Henry, 2017",,103,Dev_Group,MA-Maths,,,arithmetic,-0.2,Math Anxiety,sMARS,,,,,,Ad hoc 6 subtractions
no,"Henry, 2017","Henry, 2017",,103,Dev_Group,WM-Maths,verbal,WM,arithmetic,0.47,,,,,Working memory,Op.Span task and Read.Span task combined,,Ad hoc 6 subtractions
no,"Wright, 2017","Wright, 2017",,59,Dev_Group,MA-Maths,,,,-0.54,Math Anxiety,MARS-E and SEMA,,,,,,WJ-III
no,"Wright, 2017","Wright, 2017",,59,Dev_Group,MA-WM,verbal,STM,,-0.42,Math Anxiety,MARS-E and SEMA,,,Working memory,WJ-III-COG Numbers reversed subtest,,
no,"Wright, 2017","Wright, 2017",,59,Dev_Group,WM-Maths,verbal,STM,,0.55,,,,,Working memory,WJ-III-COG Numbers reversed subtest,,WJ-III
no,"Dutko, 2015","Dutko, 2015",,174,Dev_Group,MA-Maths,,,arithmetic,-0.32,Math Anxiety,MASC,,,,,,GCRCT
no,"Dutko, 2015","Dutko, 2015",,174,Dev_Group,MA-Maths,,,arithmetic,-0.15,Math Anxiety,MASC,,,,,,Aimsweb fact fluency
no,"Dutko, 2015","Dutko, 2015",,174,Dev_Group,MA-Maths,,,arithmetic,-0.35,Math Anxiety,MASC,,,,,,Aimsweb ECBM
